net/minecraft/class_1084	net/minecraft/client/resources/metadata/texture/TextureMetadataSection
net/minecraft/class_1085	net/minecraft/client/resources/metadata/texture/TextureMetadataSectionSerializer
net/minecraft/class_1086	net/minecraft/client/resources/model/BlockModelRotation
net/minecraft/class_1087	net/minecraft/client/resources/model/BakedModel
net/minecraft/class_1088	net/minecraft/client/resources/model/ModelBakery
net/minecraft/class_1088$class_1089	net/minecraft/client/resources/model/ModelBakery$BlockStateDefinitionException
net/minecraft/class_1088$class_4455	net/minecraft/client/resources/model/ModelBakery$ModelGroupKey
net/minecraft/class_1088$class_7776	net/minecraft/client/resources/model/ModelBakery$BakedCacheKey
net/minecraft/class_1088$class_7777	net/minecraft/client/resources/model/ModelBakery$LoadedJson
net/minecraft/class_1088$class_7778	net/minecraft/client/resources/model/ModelBakery$ModelBakerImpl
net/minecraft/class_109	net/minecraft/world/level/storage/loot/functions/EnchantRandomlyFunction
net/minecraft/class_109$class_110	net/minecraft/world/level/storage/loot/functions/EnchantRandomlyFunction$Serializer
net/minecraft/class_109$class_4954	net/minecraft/world/level/storage/loot/functions/EnchantRandomlyFunction$Builder
net/minecraft/class_1090	net/minecraft/client/resources/model/BuiltInModel
net/minecraft/class_1091	net/minecraft/client/resources/model/ModelResourceLocation
net/minecraft/class_1092	net/minecraft/client/resources/model/ModelManager
net/minecraft/class_1092$class_7779	net/minecraft/client/resources/model/ModelManager$ReloadState
net/minecraft/class_1093	net/minecraft/client/resources/model/SimpleBakedModel
net/minecraft/class_1093$class_1094	net/minecraft/client/resources/model/SimpleBakedModel$Builder
net/minecraft/class_1095	net/minecraft/client/resources/model/MultiPartBakedModel
net/minecraft/class_1095$class_1096	net/minecraft/client/resources/model/MultiPartBakedModel$Builder
net/minecraft/class_1097	net/minecraft/client/resources/model/WeightedBakedModel
net/minecraft/class_1097$class_1098	net/minecraft/client/resources/model/WeightedBakedModel$Builder
net/minecraft/class_11	net/minecraft/world/level/pathfinder/Path
net/minecraft/class_1100	net/minecraft/client/resources/model/UnbakedModel
net/minecraft/class_1101	net/minecraft/client/resources/sounds/AbstractTickableSoundInstance
net/minecraft/class_1102	net/minecraft/client/resources/sounds/AbstractSoundInstance
net/minecraft/class_1103	net/minecraft/client/resources/sounds/ElytraOnPlayerSoundInstance
net/minecraft/class_1104	net/minecraft/client/resources/sounds/AmbientSoundHandler
net/minecraft/class_1105	net/minecraft/client/resources/sounds/GuardianAttackSoundInstance
net/minecraft/class_1106	net/minecraft/client/resources/sounds/EntityBoundSoundInstance
net/minecraft/class_1107	net/minecraft/client/resources/sounds/RidingMinecartSoundInstance
net/minecraft/class_1108	net/minecraft/client/resources/sounds/MinecartSoundInstance
net/minecraft/class_1109	net/minecraft/client/resources/sounds/SimpleSoundInstance
net/minecraft/class_111	net/minecraft/world/level/storage/loot/functions/ExplorationMapFunction
net/minecraft/class_111$class_112	net/minecraft/world/level/storage/loot/functions/ExplorationMapFunction$Builder
net/minecraft/class_111$class_113	net/minecraft/world/level/storage/loot/functions/ExplorationMapFunction$Serializer
net/minecraft/class_1110	net/minecraft/client/resources/sounds/SoundEventRegistration
net/minecraft/class_1111	net/minecraft/client/resources/sounds/Sound
net/minecraft/class_1111$class_1112	net/minecraft/client/resources/sounds/Sound$Type
net/minecraft/class_1113	net/minecraft/client/resources/sounds/SoundInstance
net/minecraft/class_1113$class_1114	net/minecraft/client/resources/sounds/SoundInstance$Attenuation
net/minecraft/class_1115	net/minecraft/client/resources/sounds/SoundEventRegistrationSerializer
net/minecraft/class_1116	net/minecraft/client/resources/sounds/UnderwaterAmbientSoundHandler
net/minecraft/class_1117	net/minecraft/client/resources/sounds/TickableSoundInstance
net/minecraft/class_1118	net/minecraft/client/resources/sounds/UnderwaterAmbientSoundInstances
net/minecraft/class_1118$class_1119	net/minecraft/client/resources/sounds/UnderwaterAmbientSoundInstances$SubSound
net/minecraft/class_1118$class_1120	net/minecraft/client/resources/sounds/UnderwaterAmbientSoundInstances$UnderwaterAmbientSoundInstance
net/minecraft/class_1121	net/minecraft/client/searchtree/IdSearchTree
net/minecraft/class_1122	net/minecraft/client/searchtree/IntersectionIterator
net/minecraft/class_1123	net/minecraft/client/searchtree/RefreshableSearchTree
net/minecraft/class_1124	net/minecraft/client/searchtree/SearchRegistry
net/minecraft/class_1124$class_1125	net/minecraft/client/searchtree/SearchRegistry$Key
net/minecraft/class_1124$class_7456	net/minecraft/client/searchtree/SearchRegistry$TreeBuilderSupplier
net/minecraft/class_1124$class_7457	net/minecraft/client/searchtree/SearchRegistry$TreeEntry
net/minecraft/class_1126	net/minecraft/client/searchtree/FullTextSearchTree
net/minecraft/class_1127	net/minecraft/client/searchtree/MergingUniqueIterator
net/minecraft/class_1128	net/minecraft/client/searchtree/SuffixArray
net/minecraft/class_1129	net/minecraft/client/searchtree/SearchTree
net/minecraft/class_1130	net/minecraft/client/server/IntegratedPlayerList
net/minecraft/class_1131	net/minecraft/client/server/LanServer
net/minecraft/class_1132	net/minecraft/client/server/IntegratedServer
net/minecraft/class_1133	net/minecraft/client/server/LanServerPinger
net/minecraft/class_1134	net/minecraft/client/server/LanServerDetection
net/minecraft/class_1134$class_1135	net/minecraft/client/server/LanServerDetection$LanServerDetector
net/minecraft/class_1134$class_1136	net/minecraft/client/server/LanServerDetection$LanServerList
net/minecraft/class_114	net/minecraft/world/level/storage/loot/functions/LimitCount
net/minecraft/class_114$class_115	net/minecraft/world/level/storage/loot/functions/LimitCount$Serializer
net/minecraft/class_1140	net/minecraft/client/sounds/SoundEngine
net/minecraft/class_1140$class_6665	net/minecraft/client/sounds/SoundEngine$DeviceCheckState
net/minecraft/class_1142	net/minecraft/client/sounds/MusicManager
net/minecraft/class_1143	net/minecraft/sounds/Musics
net/minecraft/class_1144	net/minecraft/client/sounds/SoundManager
net/minecraft/class_1144$1	net/minecraft/client/sounds/SoundManager$1
net/minecraft/class_1144$2	net/minecraft/client/sounds/SoundManager$2
net/minecraft/class_1144$class_4009	net/minecraft/client/sounds/SoundManager$Preparations
net/minecraft/class_1144$class_4009$1	net/minecraft/client/sounds/SoundManager$Preparations$1
net/minecraft/class_1145	net/minecraft/client/sounds/SoundEventListener
net/minecraft/class_1146	net/minecraft/client/sounds/WeighedSoundEvents
net/minecraft/class_1148	net/minecraft/client/sounds/Weighted
net/minecraft/class_1149	net/minecraft/client/tutorial/CraftPlanksTutorialStep
net/minecraft/class_1150	net/minecraft/client/tutorial/CompletedTutorialStepInstance
net/minecraft/class_1151	net/minecraft/client/tutorial/MovementTutorialStepInstance
net/minecraft/class_1152	net/minecraft/client/tutorial/FindTreeTutorialStepInstance
net/minecraft/class_1153	net/minecraft/client/tutorial/PunchTreeTutorialStepInstance
net/minecraft/class_1154	net/minecraft/client/tutorial/OpenInventoryTutorialStep
net/minecraft/class_1155	net/minecraft/client/tutorial/TutorialStepInstance
net/minecraft/class_1156	net/minecraft/client/tutorial/Tutorial
net/minecraft/class_1156$class_5524	net/minecraft/client/tutorial/Tutorial$TimedToast
net/minecraft/class_1157	net/minecraft/client/tutorial/TutorialSteps
net/minecraft/class_116	net/minecraft/world/level/storage/loot/functions/FunctionUserBuilder
net/minecraft/class_1163	net/minecraft/client/renderer/BiomeColors
net/minecraft/class_1165	net/minecraft/util/datafix/fixes/EntityRedundantChanceTagsFix
net/minecraft/class_1166	net/minecraft/util/datafix/fixes/EntityRidingToPassengersFix
net/minecraft/class_1167	net/minecraft/util/datafix/fixes/EntityRenameFix
net/minecraft/class_1168	net/minecraft/util/datafix/fixes/EntitySkeletonSplitFix
net/minecraft/class_1169	net/minecraft/util/datafix/fixes/EntityShulkerColorFix
net/minecraft/class_117	net/minecraft/world/level/storage/loot/functions/LootItemFunction
net/minecraft/class_117$class_118	net/minecraft/world/level/storage/loot/functions/LootItemFunction$Builder
net/minecraft/class_1170	net/minecraft/util/datafix/fixes/EntityTheRenameningFix
net/minecraft/class_1171	net/minecraft/util/datafix/fixes/EntityStringUuidFix
net/minecraft/class_1172	net/minecraft/util/datafix/fixes/EntityWolfColorFix
net/minecraft/class_1173	net/minecraft/util/datafix/fixes/EntityTippedArrowFix
net/minecraft/class_1174	net/minecraft/util/datafix/fixes/EntityZombieVillagerTypeFix
net/minecraft/class_1175	net/minecraft/util/datafix/fixes/EntityZombieSplitFix
net/minecraft/class_1176	net/minecraft/util/datafix/fixes/IglooMetadataRemovalFix
net/minecraft/class_1177	net/minecraft/util/datafix/fixes/HeightmapRenamingFix
net/minecraft/class_1178	net/minecraft/util/datafix/fixes/ItemCustomNameToComponentFix
net/minecraft/class_1179	net/minecraft/util/datafix/fixes/ItemBannerColorFix
net/minecraft/class_1180	net/minecraft/util/datafix/fixes/ItemLoreFix
net/minecraft/class_1181	net/minecraft/util/datafix/fixes/ItemIdFix
net/minecraft/class_1182	net/minecraft/util/datafix/fixes/ItemRenameFix
net/minecraft/class_1182$1	net/minecraft/util/datafix/fixes/ItemRenameFix$1
net/minecraft/class_1183	net/minecraft/util/datafix/fixes/ItemPotionFix
net/minecraft/class_1184	net/minecraft/util/datafix/fixes/ItemSpawnEggFix
net/minecraft/class_1185	net/minecraft/util/datafix/fixes/ItemShulkerBoxColorFix
net/minecraft/class_1186	net/minecraft/util/datafix/fixes/ItemStackMapIdFix
net/minecraft/class_1187	net/minecraft/util/datafix/fixes/ItemStackEnchantmentNamesFix
net/minecraft/class_1188	net/minecraft/util/datafix/fixes/ItemStackTheFlatteningFix
net/minecraft/class_1189	net/minecraft/util/datafix/fixes/ItemStackSpawnEggFix
net/minecraft/class_1190	net/minecraft/util/datafix/fixes/ItemWaterPotionFix
net/minecraft/class_1191	net/minecraft/util/datafix/fixes/LeavesFix
net/minecraft/class_1191$class_1192	net/minecraft/util/datafix/fixes/LeavesFix$LeavesSection
net/minecraft/class_1191$class_1193	net/minecraft/util/datafix/fixes/LeavesFix$Section
net/minecraft/class_1194	net/minecraft/util/datafix/fixes/ItemWrittenBookPagesStrictJsonFix
net/minecraft/class_1195	net/minecraft/util/datafix/fixes/LevelFlatGeneratorInfoFix
net/minecraft/class_1196	net/minecraft/util/datafix/fixes/LevelDataGeneratorOptionsFix
net/minecraft/class_1197	net/minecraft/util/datafix/fixes/NamedEntityFix
net/minecraft/class_1198	net/minecraft/util/datafix/fixes/MobSpawnerEntityIdentifiersFix
net/minecraft/class_1199	net/minecraft/util/datafix/fixes/ObjectiveRenderTypeFix
net/minecraft/class_12	net/minecraft/world/level/pathfinder/SwimNodeEvaluator
net/minecraft/class_120	net/minecraft/world/level/storage/loot/functions/LootItemConditionalFunction
net/minecraft/class_120$class_121	net/minecraft/world/level/storage/loot/functions/LootItemConditionalFunction$Builder
net/minecraft/class_120$class_122	net/minecraft/world/level/storage/loot/functions/LootItemConditionalFunction$DummyBuilder
net/minecraft/class_120$class_123	net/minecraft/world/level/storage/loot/functions/LootItemConditionalFunction$Serializer
net/minecraft/class_1200	net/minecraft/util/datafix/fixes/ObjectiveDisplayNameFix
net/minecraft/class_1201	net/minecraft/util/datafix/fixes/OptionsKeyLwjgl3Fix
net/minecraft/class_1202	net/minecraft/util/datafix/fixes/OptionsForceVBOFix
net/minecraft/class_1203	net/minecraft/util/datafix/fixes/OptionsLowerCaseLanguageFix
net/minecraft/class_1204	net/minecraft/util/datafix/fixes/OptionsKeyTranslationFix
net/minecraft/class_1205	net/minecraft/util/datafix/fixes/RecipesRenameningFix
net/minecraft/class_1206	net/minecraft/util/datafix/fixes/RecipesFix
net/minecraft/class_1207	net/minecraft/util/datafix/fixes/RenamedCoralFansFix
net/minecraft/class_1208	net/minecraft/util/datafix/fixes/References
net/minecraft/class_1210	net/minecraft/util/datafix/fixes/RenamedCoralFix
net/minecraft/class_1211	net/minecraft/util/datafix/fixes/SimplestEntityRenameFix
net/minecraft/class_1212	net/minecraft/util/datafix/fixes/SimpleEntityRenameFix
net/minecraft/class_1213	net/minecraft/util/datafix/fixes/StatsRenameFix
net/minecraft/class_1214	net/minecraft/util/datafix/fixes/StatsCounterFix
net/minecraft/class_1215	net/minecraft/util/datafix/fixes/TrappedChestBlockEntityFix
net/minecraft/class_1215$class_1216	net/minecraft/util/datafix/fixes/TrappedChestBlockEntityFix$TrappedChestSection
net/minecraft/class_1217	net/minecraft/util/datafix/fixes/TeamDisplayNameFix
net/minecraft/class_1218	net/minecraft/util/datafix/fixes/WriteAndReadFix
net/minecraft/class_1219	net/minecraft/util/datafix/fixes/VillagerTradeFix
net/minecraft/class_1220	net/minecraft/util/datafix/schemas/NamespacedSchema
net/minecraft/class_1220$1	net/minecraft/util/datafix/schemas/NamespacedSchema$1
net/minecraft/class_1221	net/minecraft/util/datafix/schemas/V102
net/minecraft/class_1222	net/minecraft/util/datafix/schemas/V100
net/minecraft/class_1223	net/minecraft/util/datafix/schemas/V106
net/minecraft/class_1224	net/minecraft/util/datafix/schemas/V1022
net/minecraft/class_1225	net/minecraft/util/datafix/schemas/V1125
net/minecraft/class_1226	net/minecraft/util/datafix/schemas/V107
net/minecraft/class_1227	net/minecraft/util/datafix/schemas/V143
net/minecraft/class_1228	net/minecraft/util/datafix/schemas/V135
net/minecraft/class_1229	net/minecraft/util/datafix/schemas/V1451_1
net/minecraft/class_1230	net/minecraft/util/datafix/schemas/V1451
net/minecraft/class_1231	net/minecraft/util/datafix/schemas/V1451_3
net/minecraft/class_1232	net/minecraft/util/datafix/schemas/V1451_2
net/minecraft/class_1233	net/minecraft/util/datafix/schemas/V1451_5
net/minecraft/class_1234	net/minecraft/util/datafix/schemas/V1451_4
net/minecraft/class_1236	net/minecraft/util/datafix/schemas/V1451_6
net/minecraft/class_1236$1	net/minecraft/util/datafix/schemas/V1451_6$1
net/minecraft/class_1236$2	net/minecraft/util/datafix/schemas/V1451_6$2
net/minecraft/class_1237	net/minecraft/util/datafix/schemas/V1466
net/minecraft/class_1238	net/minecraft/util/datafix/schemas/V1460
net/minecraft/class_1239	net/minecraft/util/datafix/schemas/V1481
net/minecraft/class_124	net/minecraft/ChatFormatting
net/minecraft/class_1240	net/minecraft/util/datafix/schemas/V1470
net/minecraft/class_1241	net/minecraft/util/datafix/schemas/V1486
net/minecraft/class_1242	net/minecraft/util/datafix/schemas/V1483
net/minecraft/class_1243	net/minecraft/util/datafix/schemas/V1510
net/minecraft/class_1244	net/minecraft/util/datafix/schemas/V1801
net/minecraft/class_1245	net/minecraft/util/datafix/schemas/V1800
net/minecraft/class_1246	net/minecraft/util/datafix/schemas/V700
net/minecraft/class_1247	net/minecraft/util/datafix/schemas/V501
net/minecraft/class_1248	net/minecraft/util/datafix/schemas/V702
net/minecraft/class_1249	net/minecraft/util/datafix/schemas/V701
net/minecraft/class_125	net/minecraft/world/level/storage/loot/functions/LootingEnchantFunction
net/minecraft/class_125$class_126	net/minecraft/world/level/storage/loot/functions/LootingEnchantFunction$Builder
net/minecraft/class_125$class_127	net/minecraft/world/level/storage/loot/functions/LootingEnchantFunction$Serializer
net/minecraft/class_1250	net/minecraft/util/datafix/schemas/V704
net/minecraft/class_1250$1	net/minecraft/util/datafix/schemas/V704$1
net/minecraft/class_1251	net/minecraft/util/datafix/schemas/V703
net/minecraft/class_1252	net/minecraft/util/datafix/schemas/V808
net/minecraft/class_1253	net/minecraft/util/datafix/schemas/V705
net/minecraft/class_1253$1	net/minecraft/util/datafix/schemas/V705$1
net/minecraft/class_1254	net/minecraft/util/datafix/schemas/V99
net/minecraft/class_1254$1	net/minecraft/util/datafix/schemas/V99$1
net/minecraft/class_1255	net/minecraft/util/thread/BlockableEventLoop
net/minecraft/class_1257	net/minecraft/util/worldupdate/WorldUpgrader
net/minecraft/class_1258	net/minecraft/world/CompoundContainer
net/minecraft/class_1259	net/minecraft/world/BossEvent
net/minecraft/class_1259$class_1260	net/minecraft/world/BossEvent$BossBarColor
net/minecraft/class_1259$class_1261	net/minecraft/world/BossEvent$BossBarOverlay
net/minecraft/class_1262	net/minecraft/world/ContainerHelper
net/minecraft/class_1263	net/minecraft/world/Container
net/minecraft/class_1264	net/minecraft/world/Containers
net/minecraft/class_1265	net/minecraft/world/ContainerListener
net/minecraft/class_1266	net/minecraft/world/DifficultyInstance
net/minecraft/class_1267	net/minecraft/world/Difficulty
net/minecraft/class_1268	net/minecraft/world/InteractionHand
net/minecraft/class_1269	net/minecraft/world/InteractionResult
net/minecraft/class_1270	net/minecraft/world/inventory/MenuConstructor
net/minecraft/class_1271	net/minecraft/world/InteractionResultHolder
net/minecraft/class_1273	net/minecraft/world/LockCode
net/minecraft/class_1275	net/minecraft/world/Nameable
net/minecraft/class_1277	net/minecraft/world/SimpleContainer
net/minecraft/class_1278	net/minecraft/world/WorldlyContainer
net/minecraft/class_128	net/minecraft/CrashReport
net/minecraft/class_1280	net/minecraft/world/damagesource/CombatRules
net/minecraft/class_1281	net/minecraft/world/damagesource/CombatEntry
net/minecraft/class_1282	net/minecraft/world/damagesource/DamageSource
net/minecraft/class_1282$1	net/minecraft/world/damagesource/DamageSource$1
net/minecraft/class_1283	net/minecraft/world/damagesource/CombatTracker
net/minecraft/class_1287	net/minecraft/world/effect/AttackDamageMobEffect
net/minecraft/class_1288	net/minecraft/world/effect/AbsoptionMobEffect
net/minecraft/class_1289	net/minecraft/world/effect/InstantenousMobEffect
net/minecraft/class_129	net/minecraft/CrashReportCategory
net/minecraft/class_129$class_130	net/minecraft/CrashReportCategory$Entry
net/minecraft/class_1290	net/minecraft/world/effect/HealthBoostMobEffect
net/minecraft/class_1291	net/minecraft/world/effect/MobEffect
net/minecraft/class_1292	net/minecraft/world/effect/MobEffectUtil
net/minecraft/class_1293	net/minecraft/world/effect/MobEffectInstance
net/minecraft/class_1293$class_7247	net/minecraft/world/effect/MobEffectInstance$FactorData
net/minecraft/class_1294	net/minecraft/world/effect/MobEffects
net/minecraft/class_1294$1	net/minecraft/world/effect/MobEffects$1
net/minecraft/class_1295	net/minecraft/world/entity/AreaEffectCloud
net/minecraft/class_1296	net/minecraft/world/entity/AgeableMob
net/minecraft/class_1296$class_4697	net/minecraft/world/entity/AgeableMob$AgeableMobGroupData
net/minecraft/class_1297	net/minecraft/world/entity/Entity
net/minecraft/class_1297$1	net/minecraft/world/entity/Entity$1
net/minecraft/class_1297$class_4738	net/minecraft/world/entity/Entity$MoveFunction
net/minecraft/class_1297$class_5529	net/minecraft/world/entity/Entity$RemovalReason
net/minecraft/class_1297$class_5799	net/minecraft/world/entity/Entity$MovementEmission
net/minecraft/class_1299	net/minecraft/world/entity/EntityType
net/minecraft/class_1299$1	net/minecraft/world/entity/EntityType$1
net/minecraft/class_1299$class_1300	net/minecraft/world/entity/EntityType$Builder
net/minecraft/class_1299$class_4049	net/minecraft/world/entity/EntityType$EntityFactory
net/minecraft/class_13	net/minecraft/world/level/pathfinder/PathFinder
net/minecraft/class_1301	net/minecraft/world/entity/EntitySelector
net/minecraft/class_1301$class_1302	net/minecraft/world/entity/EntitySelector$MobCanWearArmorEntitySelector
net/minecraft/class_1303	net/minecraft/world/entity/ExperienceOrb
net/minecraft/class_1304	net/minecraft/world/entity/EquipmentSlot
net/minecraft/class_1304$class_1305	net/minecraft/world/entity/EquipmentSlot$Type
net/minecraft/class_1306	net/minecraft/world/entity/HumanoidArm
net/minecraft/class_1307	net/minecraft/world/entity/FlyingMob
net/minecraft/class_1308	net/minecraft/world/entity/Mob
net/minecraft/class_1308$1	net/minecraft/world/entity/Mob$1
net/minecraft/class_1309	net/minecraft/world/entity/LivingEntity
net/minecraft/class_1309$1	net/minecraft/world/entity/LivingEntity$1
net/minecraft/class_1309$class_6823	net/minecraft/world/entity/LivingEntity$Fallsounds
net/minecraft/class_131	net/minecraft/world/level/storage/loot/functions/LootItemFunctions
net/minecraft/class_1310	net/minecraft/world/entity/MobType
net/minecraft/class_1311	net/minecraft/world/entity/MobCategory
net/minecraft/class_1313	net/minecraft/world/entity/MoverType
net/minecraft/class_1314	net/minecraft/world/entity/PathfinderMob
net/minecraft/class_1315	net/minecraft/world/entity/SpawnGroupData
net/minecraft/class_1316	net/minecraft/world/entity/PlayerRideableJumping
net/minecraft/class_1317	net/minecraft/world/entity/SpawnPlacements
net/minecraft/class_1317$class_1318	net/minecraft/world/entity/SpawnPlacements$Data
net/minecraft/class_1317$class_1319	net/minecraft/world/entity/SpawnPlacements$Type
net/minecraft/class_1317$class_4306	net/minecraft/world/entity/SpawnPlacements$SpawnPredicate
net/minecraft/class_1320	net/minecraft/world/entity/ai/attributes/Attribute
net/minecraft/class_1321	net/minecraft/world/entity/TamableAnimal
net/minecraft/class_1322	net/minecraft/world/entity/ai/attributes/AttributeModifier
